adsorbent_basis,mass
adsorbent_unit,g
loading_basis,molar
loading_unit,cm3(STP)
pressure_mode,relative
pressure_unit,None
material,CarbonBlack
temperature,77.355
adsorbate,nitrogen
material_batch,Test
iso_type,Isotherme
date,21/05/2010 00:00
t_act,200.0
user,PI
lab,MADIREL
machine,Triflex
type,calorimetry
project,ACRONYM
is_real,False
data:[pressure,loading,[otherdata],branch data]
pressure,loading,branch
1e-08,0.0012760125546144867,ads
0.001001010990990991,6.408660972163154,ads
0.002002011981981982,6.579827211148756,ads
0.0030030129729729732,6.643208884076266,ads
0.004004013963963964,6.678601537130253,ads
0.005005014954954955,6.702630994049095,ads
0.0060060159459459465,6.720935853216968,ads
0.007007016936936937,6.735956786548979,ads
0.008008017927927928,6.748922146261984,ads
0.009009018918918919,6.760517549960647,ads
0.01001001990990991,6.771155823553439,ads
0.0110110209009009,6.78110040555406,ads
0.012012021891891893,6.79052731937583,ads
0.013013022882882884,6.799558658662557,ads
0.014014023873873875,6.808281775652191,ads
0.015015024864864866,6.816760821102178,ads
0.016016025855855858,6.825043970968503,ads
0.01701702684684685,6.833168110385161,ads
0.01801802783783784,6.841161960881234,ads
0.019019028828828832,6.84904822279113,ads
0.02002002981981982,6.856845076633326,ads
0.021021030810810814,6.864567256599219,ads
0.022022031801801803,6.872226831973063,ads
0.023023032792792796,6.879833785170067,ads
0.024024033783783788,6.887396445582224,ads
0.025025034774774777,6.894921819520663,ads
0.02602603576576577,6.902415844171868,ads
0.02702703675675676,6.909883585229465,ads
0.02802803774774775,6.917329392256186,ads
0.02902903873873874,6.924757021960535,ads
0.030030039729729733,6.932169736861604,ads
0.031031040720720722,6.939570384890087,ads
0.032032041711711715,6.946961464088835,ads
0.03303304270270271,6.954345175568646,ads
0.0340340436936937,6.961723467133517,ads
0.035035044684684685,6.969098069438741,ads
0.03603604567567568,6.976470526131586,ads
0.03703704666666667,6.983842219111438,ads
0.03803804765765766,6.9912143898071655,ads
0.03903904864864865,6.998588157185616,ads
0.04004004963963964,7.005964533062529,ads
0.041041050630630634,7.013344435175856,ads
0.042042051621621626,7.020728698393954,ads
0.04304305261261262,7.028118084361869,ads
0.044044053603603604,7.035513289833951,ads
0.0450450545945946,7.042914953896879,ads
0.04604605558558559,7.050323664251751,ads
0.04704705657657658,7.057739962695238,ads
0.048048057567567574,7.06516434991649,ads
0.04904905855855856,7.072597289707375,ads
0.05005005954954955,7.0800392126682,ads
0.051051060540540545,7.087490519477993,ads
0.05205206153153154,7.094951583787961,ads
0.05305306252252252,7.102422754787847,ads
0.054054063513513516,7.109904359487496,ads
0.05505506450450451,7.117396704749905,ads
0.0560560654954955,7.1249000791067525,ads
0.057057066486486493,7.132414754383123,ads
0.05805806747747748,7.139940987154389,ads
0.05905906846846847,7.1474790200552185,ads
0.060060069459459464,7.155029082957878,ads
0.06106107045045046,7.162591394034851,ads
0.06206207144144144,7.170166160718837,ads
0.06306307243243243,7.177753580571461,ads
0.06406407342342342,7.185353842070766,ads
0.0650650744144144,7.192967125326147,ads
0.0660660754054054,7.200593602728439,ads
0.06706707639639639,7.208233439541971,ads
0.06806807738738739,7.215886794444492,ads
0.06906907837837838,7.2235538200202924,ads
0.07007007936936936,7.2312346632112,ads
0.07107108036036036,7.238929465729578,ads
0.07207208135135135,7.2466383644370485,ads
0.07307308234234235,7.25436149169219,ads
0.07407408333333333,7.262098975670173,ads
0.07507508432432432,7.269850940656941,ads
0.07607608531531532,7.277617507320275,ads
0.0770770863063063,7.285398792959847,ads
0.07807808729729729,7.293194911738152,ads
0.07907908828828829,7.30100597489401,ads
0.08008008927927927,7.308832090940146,ads
0.08108109027027027,7.316673365846261,ads
0.08208209126126126,7.324529903208792,ads
0.08308309225225224,7.332401804408504,ads
0.08408409324324324,7.340289168756942,ads
0.08508509423423423,7.348192093632617,ads
0.08608609522522523,7.3561106746078195,ads
0.08708709621621621,7.364045005566759,ads
0.0880880972072072,7.371995178815756,ads
0.0890890981981982,7.379961285186102,ads
0.09009009918918919,7.387943414130156,ads
0.09109110018018018,7.3959416538112,ads
0.09209210117117117,7.403956091187522,ads
0.09309310216216216,7.411986812091178,ads
0.09409410315315316,7.420033901301809,ads
0.09509510414414414,7.428097442615892,ads
0.09609610513513514,7.43617751891176,ads
0.09709710612612613,7.444274212210678,ads
0.09809810711711711,7.452387603734293,ads
0.09909910810810811,7.460517773958659,ads
0.1001001090990991,7.4686648026651445,ads
0.10110111009009008,7.4768287689883834,ads
